date,corridor,rate,log_return,rolling_vol_5,rolling_vol_20,abs_return,max_shock_5,garch_volatility,vol_percentile,fx_stress_regime,fx_regime_num,fx_slippage_bps,fx_risk_score
05-03-2016,INR_AED,18.1102791,-0.009576611,0.00453022,0.008194059,0.009576611,0.011401619,0.780115116,0.128938439,LOW,0,3.87,13
06-03-2016,INR_AED,18.24098026,0.007191042,0.007509462,0.007574096,0.007191042,0.011401619,0.789625738,0.13911779,LOW,0,4.17,14
08-03-2016,INR_AED,18.18924438,-0.002840274,0.007286582,0.007014039,0.002840274,0.011401619,0.790313207,0.140087252,LOW,0,4.2,14
10-03-2016,INR_AED,18.11300204,-0.004200426,0.007286461,0.006811897,0.004200426,0.011401619,0.781718835,0.130392632,LOW,0,3.91,13
11-03-2016,INR_AED,18.15656909,0.002402403,0.006423354,0.006832445,0.002402403,0.009576611,0.775383356,0.126514784,LOW,0,3.8,13
14-03-2016,INR_AED,18.28454731,0.007023865,0.005342887,0.007007055,0.007023865,0.007191042,0.76663075,0.118274358,LOW,0,3.55,12
15-03-2016,INR_AED,18.33356025,0.00267698,0.004551299,0.005218164,0.00267698,0.007023865,0.767600116,0.120213282,LOW,0,3.61,12
16-03-2016,INR_AED,18.30905378,-0.001337594,0.004274481,0.005205323,0.001337594,0.007023865,0.759328156,0.111972855,LOW,0,3.36,11
17-03-2016,INR_AED,18.13750851,-0.009413592,0.006170731,0.00535955,0.009413592,0.009413592,0.750050691,0.107125545,LOW,0,3.21,11
18-03-2016,INR_AED,18.06398911,-0.004061683,0.006288412,0.005390589,0.004061683,0.009413592,0.760267851,0.113427048,LOW,0,3.4,11
21-03-2016,INR_AED,18.09394146,0.001656752,0.004869567,0.005336895,0.001656752,0.009413592,0.754230268,0.109064469,LOW,0,3.27,11
22-03-2016,INR_AED,18.12933969,0.001954447,0.004700302,0.005384421,0.001954447,0.009413592,0.745276015,0.103732429,LOW,0,3.11,10
23-03-2016,INR_AED,18.19469027,0.003598205,0.005403067,0.005496102,0.003598205,0.009413592,0.736760465,0.098400388,LOW,0,2.95,10
24-03-2016,INR_AED,18.19469027,0,0.002916651,0.005492142,0,0.004061683,0.730521526,0.09452254,LOW,0,2.84,9
25-03-2016,INR_AED,18.19469027,0,0.001509691,0.005495286,0,0.003598205,0.721452285,0.088221037,LOW,0,2.65,9
28-03-2016,INR_AED,18.12933969,-0.003598205,0.002690262,0.005343736,0.003598205,0.003598205,0.712575903,0.080950073,LOW,0,2.43,8
29-03-2016,INR_AED,18.0966644,-0.001803969,0.002669157,0.005333895,0.001803969,0.003598205,0.706950862,0.078041687,LOW,0,2.34,8
30-03-2016,INR_AED,18.07215793,-0.001355116,0.001492107,0.005060773,0.001355116,0.003598205,0.699161855,0.073679108,LOW,0,2.21,7
31-03-2016,INR_AED,18.03948264,-0.001809682,0.001287834,0.005016504,0.001809682,0.003598205,0.691207205,0.069316529,LOW,0,2.08,7
01-04-2016,INR_AED,18.12389381,0.004668332,0.00316489,0.004571258,0.004668332,0.004668332,0.683780982,0.064953951,LOW,0,1.95,6
02-04-2016,INR_AED,18.39891082,0.015060301,0.007304123,0.005249191,0.015060301,0.015060301,0.6810758,0.063984489,LOW,0,1.92,6
03-04-2016,INR_AED,18.21647379,-0.00996513,0.00927783,0.005541847,0.00996513,0.015060301,0.727113529,0.091614154,LOW,0,2.75,9
04-04-2016,INR_AED,17.98502383,-0.012786936,0.011291797,0.006209855,0.012786936,0.015060301,0.740824809,0.101308774,LOW,0,3.04,10
05-04-2016,INR_AED,18.14295439,0.008742895,0.012055199,0.006479589,0.008742895,0.015060301,0.767916895,0.120698013,LOW,0,3.62,12
07-04-2016,INR_AED,18.30905378,0.009113382,0.012534459,0.006773158,0.009113382,0.015060301,0.774699984,0.12457586,LOW,0,3.74,12
08-04-2016,INR_AED,18.17835262,-0.00716421,0.010542043,0.006787875,0.00716421,0.012786936,0.782612139,0.132331556,LOW,0,3.97,13
10-04-2016,INR_AED,18.10483322,-0.004052538,0.009787601,0.006799777,0.004052538,0.012786936,0.783458548,0.133301018,LOW,0,4,13
11-04-2016,INR_AED,18.17562968,0.003902737,0.007420317,0.006871568,0.003902737,0.009113382,0.776816758,0.127968977,LOW,0,3.84,13
13-04-2016,INR_AED,18.14023145,-0.001949465,0.006515941,0.006549443,0.001949465,0.009113382,0.770084023,0.121667475,LOW,0,3.65,12
14-04-2016,INR_AED,18.12389381,-0.000901036,0.004090512,0.006483893,0.000901036,0.00716421,0.761017991,0.113911779,LOW,0,3.42,11
15-04-2016,INR_AED,18.10483322,-0.001052236,0.002919302,0.006479396,0.001052236,0.004052538,0.751487469,0.107610276,LOW,0,3.23,11
18-04-2016,INR_AED,18.08577263,-0.001053345,0.002336582,0.006467274,0.001053345,0.003902737,0.74222496,0.102762967,LOW,0,3.08,10
19-04-2016,INR_AED,18.00408441,-0.004526943,0.001527799,0.006476587,0.004526943,0.004526943,0.733160776,0.096461464,LOW,0,2.89,10
20-04-2016,INR_AED,18.00408441,0,0.001744341,0.006476587,0,0.004526943,0.728741737,0.093068347,LOW,0,2.79,9
21-04-2016,INR_AED,18.08849558,0.004677489,0.003310001,0.006580227,0.004677489,0.004677489,0.719710264,0.086282113,LOW,0,2.59,9
22-04-2016,INR_AED,18.13478557,0.002555816,0.003516651,0.006561379,0.002555816,0.004677489,0.715986669,0.083858459,LOW,0,2.52,8
25-04-2016,INR_AED,18.14840027,0.000750469,0.003430655,0.006548958,0.000750469,0.004677489,0.708766051,0.079011149,LOW,0,2.37,8
26-04-2016,INR_AED,18.08032675,-0.00375799,0.003143459,0.006599727,0.00375799,0.004677489,0.700295331,0.07464857,LOW,0,2.24,7
27-04-2016,INR_AED,18.11300204,0.001805598,0.003125758,0.00659641,0.001805598,0.004677489,0.695269484,0.070770722,LOW,0,2.12,7
28-04-2016,INR_AED,18.07760381,-0.001956212,0.002656703,0.006526357,0.001956212,0.00375799,0.687746943,0.066408143,LOW,0,1.99,7
29-04-2016,INR_AED,18.07760381,0,0.002223616,0.005464087,0,0.00375799,0.680535211,0.063499758,LOW,0,1.9,6
01-05-2016,INR_AED,18.10483322,0.001505118,0.002362174,0.005046415,0.001505118,0.00375799,0.672542194,0.060591372,LOW,0,1.82,6
02-05-2016,INR_AED,18.45609258,0.019215606,0.008572718,0.005885123,0.019215606,0.019215606,0.665292737,0.058652448,LOW,0,1.76,6
04-05-2016,INR_AED,18.08032675,-0.02057011,0.014122757,0.00738981,0.02057011,0.02057011,0.74543266,0.104217159,LOW,0,3.13,10
05-05-2016,INR_AED,18.11572498,0.001955917,0.014120662,0.007083383,0.001955917,0.02057011,0.826397221,0.170625303,LOW,0,5.12,17
07-05-2016,INR_AED,18.35262083,0.012992044,0.015179425,0.007510912,0.012992044,0.02057011,0.816125249,0.1643238,LOW,0,4.93,16
08-05-2016,INR_AED,18.20013615,-0.008343314,0.016039684,0.007705853,0.008343314,0.02057011,0.83951658,0.17935046,LOW,0,5.38,18
09-05-2016,INR_AED,18.13478557,-0.003597126,0.012415812,0.007701867,0.003597126,0.02057011,0.842101167,0.181289384,LOW,0,5.44,18
10-05-2016,INR_AED,18.11572498,-0.001051604,0.007992337,0.007693207,0.001051604,0.012992044,0.833323953,0.174987882,LOW,0,5.25,17
12-05-2016,INR_AED,18.53233492,0.022736695,0.012903635,0.009222191,0.022736695,0.022736695,0.822353913,0.167716917,LOW,0,5.03,17
13-05-2016,INR_AED,18.20013615,-0.018087965,0.015115106,0.010170777,0.018087965,0.022736695,0.911486786,0.212796898,LOW,0,6.38,21
16-05-2016,INR_AED,18.1837985,-0.00089807,0.014652834,0.010169779,0.00089807,0.022736695,0.957537947,0.229277751,LOW,0,6.88,23
17-05-2016,INR_AED,18.17290674,-0.000599161,0.014538924,0.010110013,0.000599161,0.022736695,0.944031169,0.22394571,LOW,0,6.72,22
18-05-2016,INR_AED,18.2300885,0.003141599,0.014553748,0.010126772,0.003141599,0.022736695,0.930708515,0.219583131,LOW,0,6.59,22
19-05-2016,INR_AED,18.39891082,0.009218025,0.010158,0.010272285,0.009218025,0.018087965,0.919373727,0.215220553,LOW,0,6.46,22
20-05-2016,INR_AED,18.35806671,-0.002222388,0.004637246,0.010286098,0.002222388,0.009218025,0.921972407,0.216190015,LOW,0,6.49,22
23-05-2016,INR_AED,18.37168142,0.000741345,0.004459706,0.010286092,0.000741345,0.009218025,0.909921883,0.211827436,LOW,0,6.35,21
24-05-2016,INR_AED,18.40435671,0.001776989,0.00422656,0.010236686,0.001776989,0.009218025,0.897304082,0.208434319,LOW,0,6.25,21
25-05-2016,INR_AED,18.31994554,-0.004597028,0.005242034,0.010306362,0.004597028,0.009218025,0.885427735,0.204556471,LOW,0,6.14,20
26-05-2016,INR_AED,18.21647379,-0.005664049,0.003240356,0.01038719,0.005664049,0.005664049,0.877218969,0.200678623,LOW,0,6.02,20
27-05-2016,INR_AED,18.23281144,0.000896459,0.003476734,0.010387386,0.000896459,0.005664049,0.871309033,0.198254968,LOW,0,5.95,20
30-05-2016,INR_AED,18.23281144,0,0.003378647,0.010384619,0,0.005664049,0.859508898,0.190984004,LOW,0,5.73,19
31-05-2016,INR_AED,18.27637849,0.002386636,0.003534662,0.009411963,0.002386636,0.005664049,0.847788258,0.185167232,LOW,0,5.56,19
01-06-2016,INR_AED,18.16473792,-0.006127195,0.003925746,0.00827562,0.006127195,0.006127195,0.837437892,0.17886573,LOW,0,5.37,18
04-06-2016,INR_AED,18.10483322,-0.003303306,0.003442234,0.008301505,0.003303306,0.006127195,0.833706249,0.176442075,LOW,0,5.29,18
05-06-2016,INR_AED,18.11300204,0.000451094,0.003378644,0.007719343,0.000451094,0.006127195,0.824714179,0.169655841,LOW,0,5.09,17
06-06-2016,INR_AED,18.19196732,0.004350115,0.004250632,0.007574596,0.004350115,0.006127195,0.81373572,0.162384876,LOW,0,4.87,16
07-06-2016,INR_AED,18.36623553,0.009533813,0.006198066,0.007813747,0.009533813,0.009533813,0.806860378,0.154629181,LOW,0,4.64,15
09-06-2016,INR_AED,18.04765146,-0.01749839,0.010231844,0.008803286,0.01749839,0.01749839,0.815023927,0.163839069,LOW,0,4.92,16
10-06-2016,INR_AED,18.16201498,0.006316761,0.010655127,0.007166224,0.006316761,0.01749839,0.865385078,0.19389239,LOW,0,5.82,19
12-06-2016,INR_AED,18.43975494,0.015176604,0.012473076,0.006846868,0.015176604,0.01749839,0.861309789,0.192438197,LOW,0,5.77,19
13-06-2016,INR_AED,18.28999319,-0.008154838,0.013491141,0.007120268,0.008154838,0.01749839,0.893634908,0.207464857,LOW,0,6.22,21
14-06-2016,INR_AED,18.33628319,0.002527695,0.012735602,0.007134005,0.002527695,0.01749839,0.89373545,0.207949588,LOW,0,6.24,21
15-06-2016,INR_AED,18.26548673,-0.003868477,0.009073276,0.007166806,0.003868477,0.015176604,0.882542952,0.203587009,LOW,0,6.11,20
16-06-2016,INR_AED,18.36078965,0.005204085,0.008966195,0.00695089,0.005204085,0.015176604,0.873227022,0.19922443,LOW,0,5.98,20
17-06-2016,INR_AED,18.27365555,-0.004756958,0.005504359,0.007014366,0.004756958,0.008154838,0.866462413,0.194861852,LOW,0,5.85,19
20-06-2016,INR_AED,18.390742,0.006386951,0.005143525,0.00716746,0.006386951,0.006386951,0.859008443,0.190499273,LOW,0,5.71,19
21-06-2016,INR_AED,18.44247788,0.002809199,0.005164575,0.007184232,0.002809199,0.006386951,0.855291206,0.188560349,LOW,0,5.66,19
22-06-2016,INR_AED,18.3771273,-0.003549775,0.005088483,0.007151913,0.003549775,0.006386951,0.845213893,0.183228308,LOW,0,5.5,18
23-06-2016,INR_AED,18.32266848,-0.002967802,0.004792134,0.007061273,0.002967802,0.006386951,0.836297097,0.177896268,LOW,0,5.34,18
24-06-2016,INR_AED,18.46698434,0.007845499,0.005231972,0.007260798,0.007845499,0.007845499,0.826821576,0.171110034,LOW,0,5.13,17
27-06-2016,INR_AED,18.49421375,0.001473405,0.004656381,0.007261458,0.001473405,0.007845499,0.82824953,0.172564227,LOW,0,5.18,17
28-06-2016,INR_AED,18.47787611,-0.000883782,0.004614575,0.007258579,0.000883782,0.007845499,0.817600788,0.165777993,LOW,0,4.97,17
29-06-2016,INR_AED,18.35806671,-0.00650505,0.005371499,0.007277336,0.00650505,0.007845499,0.806886508,0.155113912,LOW,0,4.65,16
30-06-2016,INR_AED,18.38257318,0.001334025,0.005159174,0.007222464,0.001334025,0.007845499,0.805045421,0.152205526,LOW,0,4.57,15
01-07-2016,INR_AED,18.1701838,-0.011621108,0.00569195,0.007735953,0.011621108,0.011621108,0.79479918,0.142995637,LOW,0,4.29,14
03-07-2016,INR_AED,18.23553438,0.003590131,0.00618736,0.007716117,0.003590131,0.011621108,0.812602073,0.160445952,LOW,0,4.81,16
04-07-2016,INR_AED,18.16201498,-0.004039805,0.006101199,0.007436368,0.004039805,0.011621108,0.804504978,0.151720795,LOW,0,4.55,15
06-07-2016,INR_AED,18.14567733,-0.000899955,0.005911137,0.006283196,0.000899955,0.011621108,0.797317926,0.144934561,LOW,0,4.35,14
07-07-2016,INR_AED,18.3771273,0.012674441,0.009023484,0.006748752,0.012674441,0.012674441,0.787027993,0.135724673,LOW,0,4.07,14
09-07-2016,INR_AED,18.08577263,-0.015981223,0.01050861,0.006800093,0.015981223,0.015981223,0.810541405,0.157537567,LOW,0,4.73,16
10-07-2016,INR_AED,18.13750851,0.002856501,0.010434558,0.006631358,0.002856501,0.015981223,0.851411637,0.186621425,LOW,0,5.6,19
11-07-2016,INR_AED,18.1701838,0.001799911,0.010346614,0.006616319,0.001799911,0.015981223,0.841472259,0.180319922,LOW,0,5.41,18
12-07-2016,INR_AED,18.37985024,0.011472971,0.011469367,0.007073279,0.011472971,0.015981223,0.830764295,0.173533689,LOW,0,5.21,17
13-07-2016,INR_AED,18.24098026,-0.007584243,0.010546202,0.007184917,0.007584243,0.015981223,0.845986941,0.18419777,LOW,0,5.53,18
14-07-2016,INR_AED,18.19196732,-0.002690585,0.007087545,0.007132533,0.002690585,0.011472971,0.84595675,0.183713039,LOW,0,5.51,18
15-07-2016,INR_AED,18.26276378,0.00388408,0.007163136,0.007031679,0.00388408,0.011472971,0.835953622,0.177411537,LOW,0,5.32,18
18-07-2016,INR_AED,18.28182437,0.001043142,0.007159945,0.007000951,0.001043142,0.011472971,0.827751929,0.172079496,LOW,0,5.16,17
19-07-2016,INR_AED,18.28182437,0,0.004336324,0.006962788,0,0.007584243,0.816892449,0.164808531,LOW,0,4.94,16
20-07-2016,INR_AED,18.29271613,0.000595592,0.002353927,0.006935389,0.000595592,0.00388408,0.806031082,0.153659719,LOW,0,4.61,15
21-07-2016,INR_AED,18.28454731,-0.000446661,0.001701102,0.006679685,0.000446661,0.00388408,0.795465498,0.143480368,LOW,0,4.3,14
22-07-2016,INR_AED,18.29543907,0.000595504,0.000582649,0.006668935,0.000595504,0.001043142,0.785084284,0.13427048,LOW,0,4.03,13
25-07-2016,INR_AED,18.35534377,0.003268948,0.001446844,0.006722114,0.003268948,0.003268948,0.774950618,0.125545322,LOW,0,3.77,13
26-07-2016,INR_AED,18.33628319,-0.001038961,0.001651127,0.006567288,0.001038961,0.003268948,0.767276858,0.11924382,LOW,0,3.58,12
27-07-2016,INR_AED,18.28182437,-0.002974422,0.00229651,0.006589801,0.002974422,0.003268948,0.757673386,0.111488124,LOW,0,3.34,11
28-07-2016,INR_AED,18.23281144,-0.002684565,0.002577228,0.006061783,0.002684565,0.003268948,0.750002806,0.106640814,LOW,0,3.2,11
29-07-2016,INR_AED,18.18107556,-0.002841549,0.002647167,0.006041475,0.002841549,0.003268948,0.742144218,0.102278236,LOW,0,3.07,10
01-08-2016,INR_AED,18.19469027,0.000748559,0.001605626,0.005973692,0.000748559,0.002974422,0.734664889,0.097430926,LOW,0,2.92,10
02-08-2016,INR_AED,18.5105514,0.017211107,0.008703677,0.007085089,0.017211107,0.017211107,0.72563669,0.091129423,LOW,0,2.73,9
03-08-2016,INR_AED,18.32539142,-0.010053308,0.010148888,0.00693435,0.010053308,0.017211107,0.78258782,0.131846825,LOW,0,3.96,13
04-08-2016,INR_AED,18.10483322,-0.012108676,0.011647133,0.006509837,0.012108676,0.017211107,0.793955834,0.142510906,LOW,0,4.28,14
06-08-2016,INR_AED,18.1102791,0.000300752,0.011635265,0.006476902,0.000300752,0.017211107,0.814178679,0.162869607,LOW,0,4.89,16
07-08-2016,INR_AED,18.27910143,0.009278726,0.012508114,0.00679875,0.009278726,0.017211107,0.803391313,0.150751333,LOW,0,4.52,15
08-08-2016,INR_AED,18.19469027,-0.004628601,0.008603106,0.006344047,0.004628601,0.012108676,0.81071777,0.158507029,LOW,0,4.76,16
09-08-2016,INR_AED,18.11300204,-0.004499783,0.007862846,0.006198754,0.004499783,0.012108676,0.804437013,0.151236064,LOW,0,4.54,15
11-08-2016,INR_AED,18.07760381,-0.001956212,0.005727802,0.006186335,0.001956212,0.009278726,0.798073081,0.145904023,LOW,0,4.38,15
12-08-2016,INR_AED,18.35806671,0.015395267,0.009105952,0.007069974,0.015395267,0.015395267,0.788406063,0.137178866,LOW,0,4.12,14
15-08-2016,INR_AED,18.20285909,-0.008490406,0.009368911,0.007330982,0.008490406,0.015395267,0.827378752,0.171594765,LOW,0,5.15,17
16-08-2016,INR_AED,18.19741321,-0.000299222,0.00912772,0.007330823,0.000299222,0.015395267,0.830904906,0.17401842,LOW,0,5.22,17
17-08-2016,INR_AED,18.23281144,0.001943345,0.008776406,0.007345006,0.001943345,0.015395267,0.819777622,0.166747455,LOW,0,5,17
18-08-2016,INR_AED,18.19741321,-0.001943345,0.008775207,0.007355654,0.001943345,0.015395267,0.809636087,0.156568105,LOW,0,4.7,16
19-08-2016,INR_AED,18.27910143,0.004478956,0.004900877,0.007429722,0.004478956,0.008490406,0.799710658,0.146873485,LOW,0,4.41,15
22-08-2016,INR_AED,18.29271613,0.000744546,0.002419111,0.007391812,0.000744546,0.004478956,0.793428905,0.142026175,LOW,0,4.26,14
23-08-2016,INR_AED,18.26820967,-0.001340582,0.002595685,0.007393983,0.001340582,0.004478956,0.783165207,0.132816287,LOW,0,3.98,13
24-08-2016,INR_AED,18.28182437,0.00074499,0.002515093,0.007366883,0.00074499,0.004478956,0.773382529,0.124091129,LOW,0,3.72,12
25-08-2016,INR_AED,18.24642614,-0.00193813,0.002513808,0.007354447,0.00193813,0.004478956,0.763535808,0.116335434,LOW,0,3.49,12
26-08-2016,INR_AED,18.23825732,-0.000447794,0.001210638,0.007324547,0.000447794,0.00193813,0.754603369,0.1095492,LOW,0,3.29,11
29-08-2016,INR_AED,18.28454731,0.002534855,0.001781476,0.007343008,0.002534855,0.002534855,0.745071587,0.103247698,LOW,0,3.1,10
30-08-2016,INR_AED,18.28182437,-0.000148931,0.001646857,0.006163387,0.000148931,0.002534855,0.73715044,0.09936985,LOW,0,2.98,10
31-08-2016,INR_AED,18.22736555,-0.002983296,0.002093119,0.005785107,0.002983296,0.002983296,0.727945939,0.092583616,LOW,0,2.78,9
02-09-2016,INR_AED,18.49421375,0.014533846,0.006899131,0.00597932,0.014533846,0.014533846,0.720993453,0.086766844,LOW,0,2.6,9
03-09-2016,INR_AED,18.26276378,-0.012593692,0.009808426,0.006715765,0.012593692,0.014533846,0.759997641,0.112942317,LOW,0,3.39,11
05-09-2016,INR_AED,18.16201498,-0.005531897,0.010003943,0.00650055,0.005531897,0.014533846,0.784777097,0.133785749,LOW,0,4.01,13
06-09-2016,INR_AED,18.15656909,-0.000299896,0.009999659,0.006421168,0.000299896,0.014533846,0.781135994,0.12942317,LOW,0,3.88,13
08-09-2016,INR_AED,18.17835262,0.001199041,0.010006414,0.006341831,0.001199041,0.014533846,0.771026958,0.122152206,LOW,0,3.66,12
09-09-2016,INR_AED,18.17835262,0,0.005731067,0.006322204,0,0.012593692,0.76142289,0.11439651,LOW,0,3.43,11
11-09-2016,INR_AED,18.10211028,-0.004202948,0.002923199,0.005290374,0.004202948,0.005531897,0.751703685,0.108095007,LOW,0,3.24,11
12-09-2016,INR_AED,18.38257318,0.015374585,0.007523787,0.006074515,0.015374585,0.015374585,0.746147453,0.10470189,LOW,0,3.14,10
13-09-2016,INR_AED,18.25187202,-0.007135455,0.00867343,0.006309139,0.007135455,0.015374585,0.788453321,0.137663597,LOW,0,4.13,14
14-09-2016,INR_AED,18.1837985,-0.003736646,0.008928913,0.006351832,0.003736646,0.015374585,0.78901257,0.138633059,LOW,0,4.16,14
15-09-2016,INR_AED,18.20013615,0.00089807,0.008936436,0.006341014,0.00089807,0.015374585,0.781706823,0.129907901,LOW,0,3.9,13
16-09-2016,INR_AED,18.27093261,0.00388234,0.008658807,0.006320241,0.00388234,0.015374585,0.771740885,0.122636937,LOW,0,3.68,12
19-09-2016,INR_AED,18.22736555,-0.002387349,0.004244907,0.00633901,0.002387349,0.007135455,0.765100241,0.116820165,LOW,0,3.5,12
20-09-2016,INR_AED,18.23553438,0.000448063,0.002982508,0.006334375,0.000448063,0.00388234,0.75656207,0.110518662,LOW,0,3.32,11
21-09-2016,INR_AED,18.24098026,0.000298597,0.002230296,0.006332066,0.000298597,0.00388234,0.746989238,0.105186621,LOW,0,3.16,11
22-09-2016,INR_AED,18.13478557,-0.005838777,0.003625099,0.006450246,0.005838777,0.005838777,0.737592456,0.099854581,LOW,0,3,10
23-09-2016,INR_AED,18.15112321,0.000900495,0.002838793,0.006455739,0.000900495,0.005838777,0.736139659,0.097915657,LOW,0,2.94,10
26-09-2016,INR_AED,18.12389381,-0.001501276,0.002782271,0.006427473,0.001501276,0.005838777,0.727137489,0.092098885,LOW,0,2.76,9
27-09-2016,INR_AED,18.10755616,-0.000901849,0.002652277,0.006427875,0.000901849,0.005838777,0.718663426,0.085312651,LOW,0,2.56,9
28-09-2016,INR_AED,18.10755616,0,0.002607207,0.00640126,0,0.005838777,0.710037656,0.079980611,LOW,0,2.4,8
29-09-2016,INR_AED,18.16746086,0.003302811,0.001880059,0.005450779,0.003302811,0.003302811,0.701405462,0.075133301,LOW,0,2.25,8
30-09-2016,INR_AED,18.12933969,-0.002100526,0.002127177,0.004721282,0.002100526,0.003302811,0.695580028,0.071255453,LOW,0,2.14,7
02-10-2016,INR_AED,18.47515317,0.018895154,0.008652555,0.006232436,0.018895154,0.018895154,0.688329651,0.067862336,LOW,0,2.04,7
03-10-2016,INR_AED,18.29816201,-0.009626139,0.010524739,0.006657755,0.009626139,0.018895154,0.762717771,0.115850703,LOW,0,3.48,12
05-10-2016,INR_AED,18.12933969,-0.009269015,0.011732814,0.006993674,0.009269015,0.018895154,0.773227253,0.123606398,LOW,0,3.71,12
06-10-2016,INR_AED,18.20013615,0.003897472,0.011774557,0.007051693,0.003897472,0.018895154,0.781813657,0.130877363,LOW,0,3.93,13
08-10-2016,INR_AED,18.16746086,-0.001796946,0.011759474,0.006995441,0.001796946,0.018895154,0.774947861,0.125060591,LOW,0,3.75,13
10-10-2016,INR_AED,18.13750851,-0.001650042,0.005737551,0.006016537,0.001650042,0.009626139,0.765651245,0.117304896,LOW,0,3.52,12
11-10-2016,INR_AED,18.20558203,0.003746165,0.005383877,0.005891914,0.003746165,0.009269015,0.756444547,0.110033931,LOW,0,3.3,11
13-10-2016,INR_AED,18.20013615,-0.000299177,0.002838447,0.005830895,0.000299177,0.003897472,0.749957348,0.106156083,LOW,0,3.18,11
14-10-2016,INR_AED,18.15929204,-0.002246687,0.002455249,0.005849051,0.002246687,0.003746165,0.740498223,0.100824043,LOW,0,3.02,10
17-10-2016,INR_AED,18.18924438,0.001648063,0.002465888,0.005789775,0.001648063,0.003746165,0.732368547,0.095976733,LOW,0,2.88,10
18-10-2016,INR_AED,18.16473792,-0.001348213,0.002411149,0.005773981,0.001348213,0.003746165,0.723886316,0.08967523,LOW,0,2.69,9
19-10-2016,INR_AED,18.14567733,-0.001049869,0.001466335,0.005775229,0.001049869,0.002246687,0.715382042,0.083373728,LOW,0,2.5,8
20-10-2016,INR_AED,18.19741321,0.002847084,0.002167085,0.005815872,0.002847084,0.002847084,0.706895459,0.077556956,LOW,0,2.33,8
21-10-2016,INR_AED,18.22736555,0.001644614,0.001847067,0.005667385,0.001644614,0.002847084,0.70026436,0.074163839,LOW,0,2.22,7
