date,settlement_corridor,fx_corridor,fx_corridor.1,settlement_risk,p50_delay_min,extreme_delay_min,fx_risk,fx_slippage_bps,fx_regime_num,friction_cluster,friction_regime_ml,regime_confidence,friction_type_ml
24-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.45,2.8356762,0,0,2,0.999640501,BANK_ROUTING
25-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.82,2.64663112,0,0,2,0.999682198,BANK_ROUTING
28-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.1,2.428502181,0,0,2,0.999723972,BANK_ROUTING
29-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.8,2.341250606,0,0,2,0.999739717,BANK_ROUTING
30-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.37,2.210373243,0,0,2,0.999760734,BANK_ROUTING
31-03-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.93,2.07949588,0,0,2,0.999780487,BANK_ROUTING
01-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.5,1.948618517,0,0,2,0.999798217,BANK_ROUTING
02-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.4,1.919534658,0,0,2,0.999802131,BANK_ROUTING
03-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.16,2.748424624,0,0,2,0.999660333,BANK_ROUTING
04-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.13,3.039263209,0,0,2,0.99958935,BANK_ROUTING
05-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.07,3.620940378,0,0,2,0.999399919,BANK_ROUTING
07-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.46,3.737275812,0,0,2,0.999352394,BANK_ROUTING
08-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.23,3.96994668,0,0,2,0.999247258,BANK_ROUTING
10-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.33,3.999030538,0,0,2,0.999232409,BANK_ROUTING
11-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.8,3.839069317,0,0,2,0.999307909,BANK_ROUTING
13-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.17,3.650024237,0,0,2,0.999388076,BANK_ROUTING
14-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.39,3.417353369,0,0,2,0.99947461,BANK_ROUTING
15-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.76,3.228308289,0,0,2,0.999535502,BANK_ROUTING
18-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.28,3.082888997,0,0,2,0.999577123,BANK_ROUTING
19-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.65,2.893843917,0,0,2,0.999626155,BANK_ROUTING
20-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.31,2.792050412,0,0,2,0.999650216,BANK_ROUTING
21-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.63,2.588463403,0,0,2,0.999693798,BANK_ROUTING
22-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.39,2.515753757,0,0,2,0.99970785,BANK_ROUTING
25-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.9,2.370334464,0,0,2,0.999734571,BANK_ROUTING
26-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.46,2.239457101,0,0,2,0.99975648,BANK_ROUTING
27-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.08,2.123121667,0,0,2,0.999773943,BANK_ROUTING
28-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.64,1.992244304,0,0,2,0.999792608,BANK_ROUTING
29-04-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.35,1.904992729,0,0,2,0.99980406,BANK_ROUTING
01-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.06,1.817741154,0,0,2,0.999814881,BANK_ROUTING
02-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,5.87,1.759573437,0,0,2,0.999821645,BANK_ROUTING
04-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.42,3.126514784,0,0,2,0.999565384,BANK_ROUTING
05-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.06,5.118759089,0,0,2,0.998410538,BANK_ROUTING
07-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.43,4.929714009,0,0,2,0.998594265,BANK_ROUTING
08-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.94,5.380513815,0,0,2,0.998113182,BANK_ROUTING
09-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.13,5.438681532,0,0,2,0.998042034,BANK_ROUTING
10-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.5,5.249636452,0,0,2,0.998268209,BANK_ROUTING
12-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.77,5.031507513,0,0,2,0.998497909,BANK_ROUTING
13-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,21.28,6.383906932,0,0,2,0.996386228,BANK_ROUTING
16-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,22.93,6.878332525,0,0,2,0.995022062,BANK_ROUTING
17-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,22.39,6.718371304,0,0,2,0.9955171,BANK_ROUTING
18-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,21.96,6.587493941,0,0,2,0.995876044,BANK_ROUTING
19-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,21.52,6.456616578,0,0,2,0.996213763,BANK_ROUTING
20-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,21.62,6.485700436,0,0,2,0.996139508,BANK_ROUTING
23-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,21.18,6.354823073,0,0,2,0.996455762,BANK_ROUTING
24-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.84,6.253029569,0,0,2,0.996682369,BANK_ROUTING
25-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.46,6.136694135,0,0,2,0.996918613,BANK_ROUTING
26-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.07,6.020358701,0,0,2,0.99714367,BANK_ROUTING
27-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.83,5.947649055,0,0,2,0.997273953,BANK_ROUTING
30-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.1,5.729520116,0,0,2,0.997634962,BANK_ROUTING
31-05-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.52,5.555016966,0,0,2,0.997887511,BANK_ROUTING
01-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.89,5.365971886,0,0,2,0.998131473,BANK_ROUTING
04-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.64,5.293262239,0,0,2,0.998220311,BANK_ROUTING
05-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.97,5.08967523,0,0,2,0.998438182,BANK_ROUTING
06-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.24,4.871546292,0,0,2,0.998645401,BANK_ROUTING
07-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.46,4.638875424,0,0,2,0.998836604,BANK_ROUTING
09-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.38,4.915172079,0,0,2,0.998607905,BANK_ROUTING
10-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.39,5.816771692,0,0,2,0.99749763,BANK_ROUTING
12-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.24,5.773145904,0,0,2,0.997569627,BANK_ROUTING
13-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.75,6.22394571,0,0,2,0.996739901,BANK_ROUTING
14-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.79,6.238487639,0,0,2,0.996714454,BANK_ROUTING
15-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,20.36,6.107610276,0,0,2,0.996977949,BANK_ROUTING
16-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.92,5.976732913,0,0,2,0.997225805,BANK_ROUTING
17-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.49,5.84585555,0,0,2,0.997448456,BANK_ROUTING
20-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.05,5.714978187,0,0,2,0.99765787,BANK_ROUTING
21-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.86,5.65681047,0,0,2,0.997742921,BANK_ROUTING
22-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.32,5.496849249,0,0,2,0.997968213,BANK_ROUTING
23-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.79,5.336888027,0,0,2,0.998167526,BANK_ROUTING
24-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.11,5.133301018,0,0,2,0.99839497,BANK_ROUTING
27-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.26,5.176926806,0,0,2,0.998347349,BANK_ROUTING
28-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.58,4.973339796,0,0,2,0.998552539,BANK_ROUTING
29-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.51,4.653417353,0,0,2,0.998825198,BANK_ROUTING
30-06-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.22,4.566165778,0,0,2,0.998889832,BANK_ROUTING
01-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.3,4.289869123,0,0,2,0.99907232,BANK_ROUTING
03-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.04,4.813378575,0,0,2,0.998697225,BANK_ROUTING
04-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.17,4.551623849,0,0,2,0.998900612,BANK_ROUTING
06-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.49,4.34803684,0,0,2,0.999037262,BANK_ROUTING
07-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.57,4.071740184,0,0,2,0.99919557,BANK_ROUTING
09-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.75,4.726127,0,0,2,0.99876888,BANK_ROUTING
10-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.66,5.598642753,0,0,2,0.997829126,BANK_ROUTING
11-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.03,5.409597673,0,0,2,0.998079807,BANK_ROUTING
12-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.35,5.206010664,0,0,2,0.998318103,BANK_ROUTING
13-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.42,5.525933107,0,0,2,0.997928253,BANK_ROUTING
14-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.37,5.511391178,0,0,2,0.99794833,BANK_ROUTING
15-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.74,5.322346098,0,0,2,0.998185292,BANK_ROUTING
18-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.21,5.162384876,0,0,2,0.998363377,BANK_ROUTING
19-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.48,4.944255938,0,0,2,0.998580491,BANK_ROUTING
20-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.37,4.609791566,0,0,2,0.998856856,BANK_ROUTING
21-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.35,4.304411052,0,0,2,0.99906322,BANK_ROUTING
22-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.43,4.028114397,0,0,2,0.999217268,BANK_ROUTING
25-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.55,3.76635967,0,0,2,0.999340904,BANK_ROUTING
26-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.92,3.57731459,0,0,2,0.999417257,BANK_ROUTING
27-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.15,3.344643723,0,0,2,0.999498694,BANK_ROUTING
28-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.66,3.19922443,0,0,2,0.999544498,BANK_ROUTING
29-07-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.23,3.068347067,0,0,2,0.999581239,BANK_ROUTING
01-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.74,2.922927775,0,0,2,0.999619514,BANK_ROUTING
02-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.11,2.733882695,0,0,2,0.99966364,BANK_ROUTING
03-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.18,3.95540475,0,0,2,0.999254574,BANK_ROUTING
04-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.25,4.275327193,0,0,2,0.999081332,BANK_ROUTING
06-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.29,4.886088221,0,0,2,0.998632126,BANK_ROUTING
07-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.08,4.52253999,0,0,2,0.998919753,BANK_ROUTING
08-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.85,4.755210858,0,0,2,0.998744626,BANK_ROUTING
09-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.12,4.53708192,0,0,2,0.998911287,BANK_ROUTING
11-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.59,4.377120698,0,0,2,0.999018283,BANK_ROUTING
12-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.72,4.115365972,0,0,2,0.999171655,BANK_ROUTING
15-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.16,5.147842947,0,0,2,0.99837925,BANK_ROUTING
16-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.4,5.220552593,0,0,2,0.998301633,BANK_ROUTING
17-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.67,5.002423655,0,0,2,0.998526913,BANK_ROUTING
18-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.66,4.697043141,0,0,2,0.998790308,BANK_ROUTING
19-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.69,4.406204556,0,0,2,0.998998931,BANK_ROUTING
22-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.2,4.260785264,0,0,2,0.999090257,BANK_ROUTING
23-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.28,3.984488609,0,0,2,0.99923987,BANK_ROUTING
24-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.41,3.722733883,0,0,2,0.999358691,BANK_ROUTING
25-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.63,3.490063015,0,0,2,0.999449372,BANK_ROUTING
26-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.95,3.286476006,0,0,2,0.99951792,BANK_ROUTING
29-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.32,3.097430926,0,0,2,0.999573802,BANK_ROUTING
30-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.94,2.981095492,0,0,2,0.999604333,BANK_ROUTING
31-08-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.26,2.777508483,0,0,2,0.999653621,BANK_ROUTING
02-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.68,2.603005332,0,0,2,0.999690787,BANK_ROUTING
03-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.29,3.38826951,0,0,2,0.999484782,BANK_ROUTING
05-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.38,4.013572467,0,0,2,0.999224876,BANK_ROUTING
06-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.94,3.882695104,0,0,2,0.999288718,BANK_ROUTING
08-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.22,3.664566166,0,0,2,0.999382067,BANK_ROUTING
09-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.44,3.431895298,0,0,2,0.999469449,BANK_ROUTING
11-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.81,3.242850218,0,0,2,0.999530938,BANK_ROUTING
12-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.47,3.141056714,0,0,2,0.999561113,BANK_ROUTING
13-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.77,4.129907901,0,0,2,0.999163526,BANK_ROUTING
14-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.86,4.15899176,0,0,2,0.999148695,BANK_ROUTING
15-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.99,3.897237033,0,0,2,0.999281735,BANK_ROUTING
16-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.26,3.679108095,0,0,2,0.999377217,BANK_ROUTING
19-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.68,3.504604944,0,0,2,0.999443964,BANK_ROUTING
20-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.05,3.315559864,0,0,2,0.9995084,BANK_ROUTING
21-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.52,3.155598643,0,0,2,0.9995568,BANK_ROUTING
22-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.99,2.995637421,0,0,2,0.999600444,BANK_ROUTING
23-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.79,2.937469704,0,0,2,0.999615774,BANK_ROUTING
26-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.21,2.762966554,0,0,2,0.999656993,BANK_ROUTING
27-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.53,2.559379544,0,0,2,0.999699733,BANK_ROUTING
28-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,8,2.399418323,0,0,2,0.999729323,BANK_ROUTING
29-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.51,2.253999031,0,0,2,0.999754084,BANK_ROUTING
30-09-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.13,2.137663597,0,0,2,0.999771719,BANK_ROUTING
02-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.79,2.035870092,0,0,2,0.999786424,BANK_ROUTING
03-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.59,3.475521086,0,0,2,0.999453661,BANK_ROUTING
05-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.36,3.708191953,0,0,2,0.999364927,BANK_ROUTING
06-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.09,3.926320892,0,0,2,0.999267565,BANK_ROUTING
08-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.51,3.751817741,0,0,2,0.999346036,BANK_ROUTING
10-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.73,3.519146873,0,0,2,0.999438502,BANK_ROUTING
11-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,11,3.301017935,0,0,2,0.999513183,BANK_ROUTING
13-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.62,3.184682501,0,0,2,0.999548047,BANK_ROUTING
14-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.08,3.02472128,0,0,2,0.999593347,BANK_ROUTING
17-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,9.6,2.879301987,0,0,2,0.999629794,BANK_ROUTING
18-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.97,2.690256907,0,0,2,0.99967273,BANK_ROUTING
19-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,8.34,2.501211827,0,0,2,0.999710695,BANK_ROUTING
20-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.76,2.326708677,0,0,2,0.999741747,BANK_ROUTING
21-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,7.42,2.224915172,0,0,2,0.99975838,BANK_ROUTING
24-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.98,2.094037809,0,0,2,0.999778327,BANK_ROUTING
25-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.54,1.963160446,0,0,2,0.99979663,BANK_ROUTING
26-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,6.2,1.861366941,0,0,2,0.999809734,BANK_ROUTING
27-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,5.96,1.788657295,0,0,2,0.999818473,BANK_ROUTING
28-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,5.72,1.715947649,0,0,2,0.999826811,BANK_ROUTING
31-10-2016,AREIND,INR_AED,INR_AED,25,60,2880,5.38,1.614154144,0,0,2,0.999837973,BANK_ROUTING
01-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,4.94,1.483276781,0,0,2,0.999851358,BANK_ROUTING
02-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,4.56,1.366941348,0,0,2,0.999862027,BANK_ROUTING
03-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.7,3.809985458,0,0,2,0.999321301,BANK_ROUTING
04-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.58,5.874939409,0,0,2,0.997403377,BANK_ROUTING
05-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.78,5.933107126,0,0,2,0.997300342,BANK_ROUTING
07-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.2,5.758603975,0,0,2,0.997588476,BANK_ROUTING
08-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.34,5.802229762,0,0,2,0.997521862,BANK_ROUTING
10-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19,5.700436258,0,0,2,0.997680556,BANK_ROUTING
11-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.47,5.540475036,0,0,2,0.997907981,BANK_ROUTING
14-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.69,5.307804169,0,0,2,0.998202887,BANK_ROUTING
15-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.15,5.744062046,0,0,2,0.997611832,BANK_ROUTING
16-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,18.57,5.569558895,0,0,2,0.997866841,BANK_ROUTING
17-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.98,5.395055744,0,0,2,0.998098421,BANK_ROUTING
18-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,17.3,5.191468735,0,0,2,0.998334414,BANK_ROUTING
21-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,16.72,5.016965584,0,0,2,0.998512481,BANK_ROUTING
22-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,15.71,4.71158507,0,0,2,0.99877845,BANK_ROUTING
23-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.78,4.435288415,0,0,2,0.998981189,BANK_ROUTING
24-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,14.64,4.391662627,0,0,2,0.999008654,BANK_ROUTING
25-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.81,4.14444983,0,0,2,0.999156967,BANK_ROUTING
28-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,13.14,3.940862821,0,0,2,0.999260376,BANK_ROUTING
29-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,12.31,3.693650024,0,0,2,0.999371102,BANK_ROUTING
30-11-2016,AREIND,INR_AED,INR_AED,25,60,2880,11.54,3.460979157,0,0,2,0.999458975,BANK_ROUTING
01-12-2016,AREIND,INR_AED,INR_AED,25,60,2880,10.86,3.257392147,0,0,2,0.999526329,BANK_ROUTING
02-12-2016,AREIND,INR_AED,INR_AED,25,60,2880,19.97,5.991274842,0,0,2,0.997198691,BANK_ROUTING
